1	 1 	" 6,820,020 "	1	 1 	" 6,820,020 "	+	sps4	sps3
1	" 6,820,020 "	" 20,321,353 "	1	" 6,820,020 "	" 20,409,365 "	-	sps4	sps3
1	" 20,321,353 "	" 327,167,856 "	1	" 20,409,365 "	" 327,680,392 "	+	sps4	sps3
2	 1 	" 3,053,707 "	2	 1 	" 3,322,078 "	-	sps4	sps3
2	" 3,053,707 "	" 5,318,366 "	2	" 4,017,504 "	" 6,282,163 "	-	sps4	sps3
2	" 5,318,366 "	" 6,013,792 "	2	" 3,322,078 "	" 4,017,504 "	+	sps4	sps3
2	" 6,013,792 "	" 227,607,576 "	2	" 6,282,163 "	" 228,187,630 "	+	sps4	sps3
3	 334 	" 216,112,713 "	3	 1 	" 216,617,708 "	+	sps4	sps3
4	 1 	" 174,433,132 "	4	 1 	" 174,433,132 "	+	sps4	sps3
4	" 174,433,132 "	" 176,238,433 "	3	" 217,627,928 "	" 219,433,229 "	-	sps4	sps3
4	" 176,238,433 "	" 177,135,434 "	3	" 216,730,927 "	" 217,627,928 "	+	sps4	sps3
5	 1 	" 166,658,623 "	5	 1 	" 167,471,642 "	+	sps4	sps3
6	" 421,690 "	" 128,047,920 "	8	 1 	" 127,899,356 "	+	sps4	sps3
7	 1 	" 43,995,507 "	6	 1 	" 44,798,877 "	+	sps4	sps3
7	" 43,995,507 "	" 44,440,652 "	6	" 44,798,877 "	" 45,244,022 "	-	sps4	sps3
7	" 44,440,652 "	" 127,862,223 "	6	" 45,244,022 "	" 128,808,086 "	+	sps4	sps3
8	 1 	" 63,359,916 "	7	" 64,582,484 "	" 127,942,400 "	-	sps4	sps3
8	" 63,359,916 "	" 124,481,679 "	7	" 3,238,358 "	" 64,582,484 "	+	sps4	sps3
8	" 124,481,679 "	" 127,628,143 "	7	 1 	" 3,238,358 "	-	sps4	sps3
9	 1 	" 9,208,337 "	9	 1 	" 9,208,337 "	-	sps4	sps3
9	" 9,208,337 "	" 124,323,394 "	9	" 9,588,204 "	" 124,774,579 "	+	sps4	sps3
10	 1 	" 123,392,435 "	10	 1 	" 123,868,388 "	+	sps4	sps3
11	 1 	" 4,182,718 "	11	" 5,021,544 "	" 9,204,262 "	+	sps4	sps3
11	" 4,182,718 "	" 6,328,025 "	11	" 2,876,237 "	" 5,021,544 "	+	sps4	sps3
11	" 6,328,025 "	" 8,287,000 "	11	" 108,247,935 "	" 110,206,910 "	+	sps4	sps3
11	" 8,287,000 "	" 10,974,602 "	11	 1 	" 2,687,602 "	+	sps4	sps3
11	" 10,974,602 "	" 107,265,623 "	11	" 9,348,138 "	" 105,638,816 "	+	sps4	sps3
11	" 107,265,623 "	" 108,172,325 "	11	" 105,638,816 "	" 106,767,717 "	-	sps4	sps3
11	" 108,172,325 "	" 109,652,543 "	11	" 106,767,717 "	" 108,247,935 "	+	sps4	sps3
12	 1 	" 88,284,126 "	12	 1 	" 88,386,936 "	+	sps4	sps3
12	" 88,639,425 "	" 92,122,713 "	12	" 102,615,858 "	" 106,169,555 "	-	sps4	sps3
12	" 92,122,713 "	" 106,038,163 "	12	" 88,386,936 "	" 102,615,858 "	+	sps4	sps3
13	 1 	" 94,903,014 "	13	 1 	" 95,067,478 "	+	sps4	sps3
14	 1 	" 88,173,700 "	14	 1 	" 88,282,628 "	+	sps4	sps3
15	 1 	" 77,182,788 "	15	 1 	" 77,182,788 "	+	sps4	sps3
16	 1 	" 74,251,340 "	17	 1 	" 74,251,337 "	+	sps4	sps3
17	 1 	" 3,338,847 "	16	" 17,531,529 "	" 20,870,376 "	-	sps4	sps3
17	" 3,338,847 "	" 4,189,077 "	16	" 15,613,291 "	" 16,463,521 "	+	sps4	sps3
17	" 4,189,077 "	" 13,076,008 "	16	" 6,726,360 "	" 15,613,291 "	-	sps4	sps3
17	" 13,076,008 "	" 15,236,479 "	16	" 4,486,491 "	" 6,646,962 "	+	sps4	sps3
17	" 15,236,479 "	" 19,661,650 "	16	 1 	" 4,486,491 "	-	sps4	sps3
17	" 19,661,650 "	" 44,062,220 "	16	" 21,030,622 "	" 45,996,691 "	+	sps4	sps3
17	" 44,062,220 "	" 52,543,167 "	16	" 45,996,691 "	" 54,589,527 "	-	sps4	sps3
17	" 52,543,167 "	" 73,202,950 "	16	" 54,589,527 "	" 75,329,877 "	-	sps4	sps3
18	 1 	" 72,285,341 "	18	 1 	" 73,748,586 "	+	sps4	sps3
19	 1 	" 59,251,557 "	19	 1 	" 59,251,557 "	+	sps4	sps3
20	 166 	" 29,480,000 "	21	 1 	" 29,478,690 "	+	sps4	sps3
20	" 29,480,000 "	" 52,336,902 "	22	 1 	" 23,648,433 "	+	sps4	sps3
21	 1 	" 2,514,682 "	20	" 35,433,666 "	" 37,948,348 "	-	sps4	sps3
21	" 2,514,682 "	" 4,906,517 "	20	" 32,975,611 "	" 35,367,446 "	+	sps4	sps3
21	" 4,906,517 "	" 30,315,108 "	20	 1 	" 25,408,591 "	-	sps4	sps3
21	" 30,315,108 "	" 37,882,128 "	20	" 25,408,591 "	" 32,975,611 "	-	sps4	sps3
22	 1 	" 18,915,631 "	23	 1 	" 19,061,985 "	+	sps4	sps3
X	 1 	" 149,131,321 "	X	 1 	" 150,028,904 "	+	sps4	sps3
