1	1	6820020	1	1	6820020	+	sps4	sps3
1	6820020	20321353	1	6820020	20409365	-	sps4	sps3
1	20321353	327167856	1	20409365	327680392	+	sps4	sps3
2	1	3053707	2	1	3322078	-	sps4	sps3
2	3053707	5318366	2	4017504	6282163	-	sps4	sps3
2	5318366	6013792	2	3322078	4017504	+	sps4	sps3
2	6013792	227607576	2	6282163	228187630	+	sps4	sps3
3	334	216112713	3	1	216617708	+	sps4	sps3
4	1	174433132	4	1	174433132	+	sps4	sps3
4	174433132	176238433	3	217627928	219433229	-	sps4	sps3
4	176238433	177135434	3	216730927	217627928	+	sps4	sps3
5	1	166658623	5	1	167471642	+	sps4	sps3
6	421690	128047920	8	1	127899356	+	sps4	sps3
7	1	43995507	6	1	44798877	+	sps4	sps3
7	43995507	44440652	6	44798877	45244022	-	sps4	sps3
7	44440652	127862223	6	45244022	128808086	+	sps4	sps3
8	1	63359916	7	64582484	127942400	-	sps4	sps3
8	63359916	124481679	7	3238358	64582484	+	sps4	sps3
8	124481679	127628143	7	1	3238358	-	sps4	sps3
9	1	9208337	9	1	9208337	-	sps4	sps3
9	9208337	124323394	9	9588204	124774579	+	sps4	sps3
10	1	123392435	10	1	123868388	+	sps4	sps3
11	1	4182718	11	5021544	9204262	+	sps4	sps3
11	4182718	6328025	11	2876237	5021544	+	sps4	sps3
11	6328025	8287000	11	108247935	110206910	+	sps4	sps3
11	8287000	10974602	11	1	2687602	+	sps4	sps3
11	10974602	107265623	11	9348138	105638816	+	sps4	sps3
11	107265623	108172325	11	105638816	106767717	-	sps4	sps3
11	108172325	109652543	11	106767717	108247935	+	sps4	sps3
12	1	88284126	12	1	88386936	+	sps4	sps3
12	88639425	92122713	12	102615858	106169555	-	sps4	sps3
12	92122713	106038163	12	88386936	102615858	+	sps4	sps3
13	1	94903014	13	1	95067478	+	sps4	sps3
14	1	88173700	14	1	88282628	+	sps4	sps3
15	1	77182788	15	1	77182788	+	sps4	sps3
16	1	74251340	17	1	74251337	+	sps4	sps3
17	1	3338847	16	17531529	20870376	-	sps4	sps3
17	3338847	4189077	16	15613291	16463521	+	sps4	sps3
17	4189077	13076008	16	6726360	15613291	-	sps4	sps3
17	13076008	15236479	16	4486491	6646962	+	sps4	sps3
17	15236479	19661650	16	1	4486491	-	sps4	sps3
17	19661650	44062220	16	21030622	45996691	+	sps4	sps3
17	44062220	52543167	16	45996691	54589527	-	sps4	sps3
17	52543167	73202950	16	54589527	75329877	-	sps4	sps3
18	1	72285341	18	1	73748586	+	sps4	sps3
19	1	59251557	19	1	59251557	+	sps4	sps3
20	166	29480000	21	1	29478690	+	sps4	sps3
20	29480000	52336902	22	1	23648433	+	sps4	sps3
21	1	2514682	20	35433666	37948348	-	sps4	sps3
21	2514682	4906517	20	32975611	35367446	+	sps4	sps3
21	4906517	30315108	20	1	25408591	-	sps4	sps3
21	30315108	37882128	20	25408591	32975611	-	sps4	sps3
22	1	18915631	23	1	19061985	+	sps4	sps3
X	1	149131321	X	1	150028904	+	sps4	sps3
