1	1	5294400	7	1	5294400	+	sps3	sps2
1	5294400	5621706	7	5294400	5621706	-	sps3	sps2
1	5621706	6820020	7	5665768	6864082	+	sps3	sps2
1	6820020	17979597	7	16765012	27924589	+	sps3	sps2
1	17979597	20409365	7	8604933	11034701	+	sps3	sps2
1	20409365	133663727	7	27924589	141180797	-	sps3	sps2
1	133663727	135404578	7	6864082	8604933	-	sps3	sps2
1	135404578	141134889	7	11034701	16765012	+	sps3	sps2
1	141134889	318510073	3	9170319	186593094	-	sps3	sps2
1	318510073	323735342	3	3945050	9170319	+	sps3	sps2
1	323735342	327680392	3	1	3945050	-	sps3	sps2
2	1	2839468	2	122463437	125302905	+	sps3	sps2
2	2839468	3322078	2	125302905	125785515	-	sps3	sps2
2	3322078	4017504	2	125826802	126522228	-	sps3	sps2
2	4017504	19094693	2	1	15077189	-	sps3	sps2
2	19139003	79632155	2	15077189	75570341	-	sps3	sps2
2	79632155	145225382	2	126522228	192115455	+	sps3	sps2
2	145225382	147132935	2	192115455	194023008	-	sps3	sps2
2	147132935	147640465	2	194083096	194590626	+	sps3	sps2
2	147640465	194533561	2	75570341	122463437	-	sps3	sps2
2	194533561	228187630	22	1	33654069	+	sps3	sps2
3	28	118893547	1	1	118738204	+	sps3	sps2
3	118942228	120139304	1	119753667	120950743	+	sps3	sps2
3	120139304	120753700	1	119139271	119753667	+	sps3	sps2
3	120753700	198456779	1	121545095	199491720	+	sps3	sps2
3	198456779	217627928	1	199491720	219024448	-	sps3	sps2
3	217627928	219433229	1	219024448	220829749	+	sps3	sps2
4	1	169412358	4	1	169794625	+	sps3	sps2
4	169412358	169788937	4	171175898	171552477	-	sps3	sps2
4	169788937	171170210	4	169794625	171175898	+	sps3	sps2
4	171170210	174428946	4	171552477	174811213	+	sps3	sps2
5	1	167471642	5	1	167590190	+	sps3	sps2
6	1	29341728	10	1	29341728	+	sps3	sps2
6	29341728	30555245	10	29341728	30555245	-	sps3	sps2
6	30555245	42088373	10	30555245	42088373	+	sps3	sps2
6	42088373	44208872	10	43550135	45670634	-	sps3	sps2
6	44208872	45244022	10	42514985	43550135	+	sps3	sps2
6	45244022	45670634	10	42088373	42514985	+	sps3	sps2
6	45743321	82189589	10	46222218	82668486	-	sps3	sps2
6	82189589	82741173	10	45670634	46222218	+	sps3	sps2
6	82777735	128923670	10	82668486	128814421	+	sps3	sps2
7	1	127942400	9	1	129149534	+	sps3	sps2
8	1	17068411	11	1	17068411	-	sps3	sps2
8	17068411	127899356	11	17068411	127899356	+	sps3	sps2
9	1	9208337	6	43784967	52993304	-	sps3	sps2
9	9208337	11413704	6	52993304	55492088	+	sps3	sps2
9	11413704	47902295	6	6804237	43648114	-	sps3	sps2
9	47902295	68695103	6	71287916	92080724	-	sps3	sps2
9	68802908	124774579	6	96821158	153411454	+	sps3	sps2
10	1	1722473	23	1	1722473	-	sps3	sps2
10	1722473	4455442	8	1	2732969	-	sps3	sps2
10	4455442	105334656	8	2732969	104177812	+	sps3	sps2
10	105334656	123868388	23	14847255	33380987	+	sps3	sps2
11	1	28726965	12	41127242	70049157	-	sps3	sps2
11	28824751	67221919	12	1	38397168	+	sps3	sps2
11	67221919	108247935	12	70049157	111075173	+	sps3	sps2
11	108247935	110206910	12	38397168	40356143	-	sps3	sps2
12	1	106169555	13	1	107908999	+	sps3	sps2
13	1	496899	14	5593960	6090859	+	sps3	sps2
13	496899	5574786	14	1	5077887	+	sps3	sps2
13	5574786	6026868	14	5141878	5593960	-	sps3	sps2
13	6026868	21839168	14	6192089	22004389	+	sps3	sps2
13	21839168	22169477	14	33254469	33584778	+	sps3	sps2
13	22169477	33430703	14	22004389	33254469	-	sps3	sps2
13	33430703	95067478	14	33584778	95197326	+	sps3	sps2
14	1	88282628	15	1	88282628	+	sps3	sps2
15	1	2037570	16	9586155	11623725	-	sps3	sps2
15	2037570	43296061	16	11623725	52882216	+	sps3	sps2
15	43296061	45458354	16	52882216	55048112	-	sps3	sps2
15	45458354	46223963	16	55082912	55848521	-	sps3	sps2
